grievance_id,created_at,channel,citizen_text,category,location,latitude,longitude,department,severity,urgency,public_impact,vulnerability,recurrence,priority_score,priority,status,duplicate_cluster_id,related_complaint_count,semantic_similarity,sentiment,sla_hours,recommended_action,actual_resolution_hours,systemic_cluster
GRV-1363,2026-08-12T01:15:00,Call Center,Waste is piling up near residential buildings in Banjara Hills. A child may be affected.,Sanitation,Banjara Hills,17.417758,78.431885,Sanitation Department,3,8,5,9,1,50,Medium,Resolved,CL-222,1,0.61,Urgent,39,Escalate to sanitation supervisor,50.5,No
GRV-1364,2026-07-19T17:40:00,Social Media,Water pipeline near Madhapur appears damaged and residents have no supply. A residential community may be affected.,Water Supply,Madhapur,17.452292,78.387796,Water Supply Department,9,6,5,3,5,61,Medium,Resolved,CL-352,0,0.38,Frustrated,19,Initiate emergency tanker support,24.5,No
GRV-1365,2026-08-05T10:39:00,Mobile App,Power interruption has affected homes and local shops. A elderly resident may be affected.,Electricity,Uppal,17.399304,78.558338,Electricity Distribution Department,7,5,3,9,5,58,Medium,Assigned,CL-205,0,0.83,Frustrated,22,Escalate outage to field engineer,,No
GRV-1366,2026-08-13T01:41:00,Mobile App,Power interruption has affected homes and local shops.,Electricity,Madhapur,17.44656,78.393494,Electricity Distribution Department,8,8,9,3,5,70,High,Resolved,CL-359,6,0.87,Frustrated,13,Initiate emergency restoration,16.0,No
GRV-1367,2026-07-30T13:43:00,Web,A large pothole has formed near Miyapur and is dangerous for vehicles.,Roads,Miyapur,17.499355,78.355702,GHMC Roads Department,6,5,5,3,1,44,Low,New,CL-328,2,0.54,Negative,22,Dispatch road inspection team,,No
GRV-1368,2026-08-13T18:55:00,Web,Blocked drainage is creating a severe sanitation problem. A pregnant resident may be affected.,Drainage,Kondapur,17.464913,78.364203,Storm Water & Drainage Department,5,9,7,9,1,62,Medium,In Progress,CL-116,6,0.83,Concerned,22,Escalate flooding risk to engineering team,,No
GRV-1369,2026-08-03T04:48:00,Call Center,Residents on our street are facing repeated water outages. A elderly resident may be affected.,Water Supply,Madhapur,17.446977,78.388602,Water Supply Department,8,3,5,9,6,62,Medium,In Progress,CL-239,5,0.74,Urgent,22,Escalate to Zone Water Officer,,No
GRV-1370,2026-07-25T19:09:00,Walk-in,Transformer near Secunderabad appears overloaded and outages are frequent. A pregnant resident may be affected.,Electricity,Secunderabad,17.439207,78.497574,Electricity Distribution Department,4,3,6,9,6,52,Medium,Assigned,CL-101,5,0.54,Frustrated,18,Initiate emergency restoration,,No
GRV-1371,2026-07-22T08:27:00,Mobile App,Heavy rain has caused waterlogging in Dilsukhnagar.,Drainage,Dilsukhnagar,17.37202,78.521162,Storm Water & Drainage Department,8,9,3,2,6,60,Medium,Assigned,CL-147,6,0.57,Concerned,7,Inspect storm-water line,,No
GRV-1372,2026-08-10T23:50:00,Walk-in,Transformer near Secunderabad appears overloaded and outages are frequent. A elderly resident may be affected.,Electricity,Secunderabad,17.442103,78.501348,Electricity Distribution Department,5,7,4,9,7,61,Medium,Escalated,CL-427,4,0.7,Frustrated,21,Dispatch line inspection team,,No
GRV-1373,2026-07-16T07:01:00,Call Center,Residents on our street are facing repeated water outages.,Water Supply,Kukatpally,17.486712,78.417696,Water Supply Department,5,4,3,6,5,46,Low,In Progress,CL-143,1,0.76,Concerned,23,Dispatch field inspection team,,No
GRV-1374,2026-08-03T16:21:00,Social Media,A damaged electric pole is leaning dangerously near homes. A child may be affected.,Public Safety,Madhapur,17.451056,78.389371,Public Safety Department,9,8,3,9,8,74,High,Resolved,CL-428,0,0.66,Concerned,5,Inspect hazardous location,7.4,No
GRV-1375,2026-08-02T11:53:00,Mobile App,Uncollected waste is creating foul smell and health concerns.,Sanitation,Dilsukhnagar,17.36861,78.524269,Sanitation Department,3,5,5,8,6,50,Medium,New,CL-118,5,0.4,Frustrated,38,Inspect waste accumulation point,,No
GRV-1376,2026-08-05T21:08:00,Social Media,There is a hazardous open section near a school.,Public Safety,Charminar,17.364506,78.471644,Public Safety Department,7,6,8,5,8,68,Medium,Escalated,CL-152,1,0.79,Frustrated,9,Escalate to local safety officer,,No
GRV-1377,2026-07-17T01:33:00,Call Center,Power interruption has affected homes and local shops. A hospital nearby may be affected.,Electricity,Secunderabad,17.438252,78.494524,Electricity Distribution Department,3,7,8,9,2,56,Medium,New,CL-295,2,0.55,Negative,6,Inspect transformer/feed line,,No
GRV-1378,2026-07-17T05:26:00,Call Center,A broken road section is causing traffic problems near Banjara Hills. A person with disability may be affected.,Roads,Banjara Hills,17.417851,78.434502,GHMC Roads Department,9,8,9,9,1,76,High,In Progress,CL-430,0,0.65,Negative,42,Barricade hazardous section,,No
GRV-1379,2026-07-29T19:34:00,Web,There is an open road crack/pothole near a school in Banjara Hills. A child may be affected.,Roads,Banjara Hills,17.418528,78.436358,GHMC Roads Department,8,5,3,9,7,64,Medium,Resolved,CL-365,3,0.48,Frustrated,14,Schedule pothole repair,18.9,No
GRV-1380,2026-07-20T11:42:00,Mobile App,Heavy rain has caused waterlogging in Dilsukhnagar.,Drainage,Dilsukhnagar,17.366762,78.526345,Storm Water & Drainage Department,7,7,2,6,4,54,Medium,New,CL-116,0,0.62,Frustrated,23,Escalate flooding risk to engineering team,,No
GRV-1381,2026-07-31T15:16:00,Mobile App,Water pipeline near Kukatpally appears damaged and residents have no supply.,Water Supply,Kukatpally,17.483183,78.411261,Water Supply Department,3,5,8,3,7,50,Medium,New,CL-142,2,0.81,Negative,8,Dispatch field inspection team,,No
GRV-1382,2026-07-21T09:26:00,Web,A large pothole has formed near Madhapur and is dangerous for vehicles. A high-footfall public area may be affected.,Roads,Madhapur,17.444715,78.389417,GHMC Roads Department,5,4,2,7,1,39,Low,Assigned,CL-411,2,0.56,Concerned,69,Barricade hazardous section,,No
GRV-1383,2026-07-25T07:58:00,Web,Transformer near Uppal appears overloaded and outages are frequent. A elderly resident may be affected.,Electricity,Uppal,17.398971,78.561238,Electricity Distribution Department,6,7,8,9,2,64,Medium,Assigned,CL-372,5,0.37,Frustrated,2,Inspect transformer/feed line,,No
GRV-1384,2026-08-03T14:02:00,Mobile App,Uncollected waste is creating foul smell and health concerns. A person with disability may be affected.,Sanitation,Secunderabad,17.435904,78.501768,Sanitation Department,4,5,4,9,4,50,Medium,Resolved,CL-367,4,0.87,Frustrated,12,Escalate to sanitation supervisor,17.4,No
GRV-1385,2026-08-14T03:07:00,Walk-in,Overflowing garbage bins are causing a hygiene issue.,Sanitation,Secunderabad,17.437587,78.498339,Sanitation Department,4,7,6,2,3,46,Low,Escalated,CL-424,3,0.51,Negative,20,Inspect waste accumulation point,,No
GRV-1386,2026-07-21T00:41:00,Web,A damaged electric pole is leaning dangerously near homes. A person with disability may be affected.,Public Safety,Gachibowli,17.441482,78.348205,Public Safety Department,5,5,5,9,8,60,Medium,In Progress,CL-134,5,0.36,Concerned,2,Initiate immediate risk mitigation,,No
GRV-1387,2026-08-09T23:22:00,Web,Power interruption has affected homes and local shops. A elderly resident may be affected.,Electricity,Uppal,17.397998,78.559764,Electricity Distribution Department,9,9,9,9,2,80,High,New,CL-378,3,0.87,Concerned,14,Inspect transformer/feed line,,No
GRV-1388,2026-07-30T19:02:00,Mobile App,Transformer near Gachibowli appears overloaded and outages are frequent.,Electricity,Gachibowli,17.436157,78.352774,Electricity Distribution Department,8,5,5,2,5,54,Medium,In Progress,CL-355,3,0.48,Urgent,10,Initiate emergency restoration,,No
GRV-1389,2026-07-26T09:59:00,Mobile App,Residents on our street are facing repeated water outages. A person with disability may be affected.,Water Supply,HITEC City,17.446281,78.373385,Water Supply Department,8,7,4,9,2,62,Medium,Resolved,CL-270,1,0.75,Urgent,24,Inspect local pipeline/network,32.0,No
GRV-1390,2026-08-16T17:02:00,Walk-in,A broken streetlight is creating a safety risk at night.,Public Safety,Charminar,17.36013,78.473835,Public Safety Department,5,6,8,4,2,52,Medium,New,CL-336,4,0.62,Frustrated,5,Inspect hazardous location,,No
GRV-1391,2026-07-16T12:30:00,Call Center,Water pipeline near Kukatpally appears damaged and residents have no supply.,Water Supply,Kukatpally,17.482877,78.413589,Water Supply Department,4,4,4,4,5,42,Low,Resolved,CL-285,0,0.69,Negative,19,Inspect local pipeline/network,17.7,No
GRV-1392,2026-08-13T22:04:00,Call Center,No water supply in our locality for 1 days.,Water Supply,HITEC City,17.444386,78.376655,Water Supply Department,7,3,3,2,1,38,Low,New,CL-214,6,0.52,Frustrated,10,Dispatch field inspection team,,No
GRV-1393,2026-08-02T14:56:00,Web,There is a hazardous open section near a school. A elderly resident may be affected.,Public Safety,Madhapur,17.447933,78.390126,Public Safety Department,9,6,5,9,1,64,Medium,In Progress,CL-440,6,0.56,Frustrated,11,Escalate to local safety officer,,No
GRV-1394,2026-08-10T19:28:00,Mobile App,Residents on our street are facing repeated water outages.,Water Supply,Madhapur,17.446793,78.390987,Water Supply Department,4,7,4,7,5,52,Medium,New,CL-215,5,0.58,Concerned,11,Inspect local pipeline/network,,No
GRV-1395,2026-08-08T04:54:00,Mobile App,Overflowing garbage bins are causing a hygiene issue. A high-footfall public area may be affected.,Sanitation,Secunderabad,17.441024,78.49591,Sanitation Department,5,5,2,6,3,42,Low,Assigned,CL-119,6,0.48,Negative,15,Dispatch sanitation crew,,No
GRV-1396,2026-08-03T17:56:00,Mobile App,Uncollected waste is creating foul smell and health concerns.,Sanitation,Jubilee Hills,17.434146,78.406832,Sanitation Department,9,7,7,6,5,72,High,In Progress,CL-363,0,0.53,Frustrated,14,Increase collection frequency,,No
GRV-1397,2026-07-20T05:09:00,Call Center,The road near Gachibowli has been damaged for 7 days. A hospital nearby may be affected.,Roads,Gachibowli,17.436451,78.345137,GHMC Roads Department,9,3,7,9,1,62,Medium,Assigned,CL-433,4,0.54,Negative,30,Barricade hazardous section,,No
GRV-1398,2026-08-13T05:08:00,Mobile App,Overflowing garbage bins are causing a hygiene issue.,Sanitation,Jubilee Hills,17.431041,78.405021,Sanitation Department,4,4,5,2,3,38,Low,Escalated,CL-286,0,0.84,Concerned,36,Inspect waste accumulation point,,No
GRV-1399,2026-08-09T21:27:00,Social Media,A broken streetlight is creating a safety risk at night. A child may be affected.,Public Safety,Banjara Hills,17.416299,78.437535,Public Safety Department,4,9,5,9,4,60,Medium,New,CL-156,2,0.72,Frustrated,12,Inspect hazardous location,,No
GRV-1400,2026-07-18T02:10:00,Social Media,The road near Madhapur has been damaged for 1 days.,Roads,Madhapur,17.447294,78.391651,GHMC Roads Department,7,6,5,7,2,56,Medium,Assigned,CL-392,4,0.78,Frustrated,44,Barricade hazardous section,,No
GRV-1401,2026-08-01T05:13:00,Call Center,Our street has repeated missed waste collection complaints. A residential community may be affected.,Sanitation,Dilsukhnagar,17.366836,78.521378,Sanitation Department,7,6,2,3,4,48,Low,Assigned,CL-240,1,0.59,Urgent,31,Dispatch sanitation crew,,No
GRV-1402,2026-07-28T20:17:00,Web,Our street has repeated missed waste collection complaints. A local shops may be affected.,Sanitation,Kukatpally,17.483773,78.410459,Sanitation Department,5,6,9,5,7,63,Medium,New,CL-267,3,0.55,Frustrated,36,Dispatch sanitation crew,,No
GRV-1403,2026-08-17T02:43:00,Social Media,Overflowing garbage bins are causing a hygiene issue. A elderly resident may be affected.,Sanitation,Jubilee Hills,17.435899,78.403168,Sanitation Department,4,5,5,9,6,54,Medium,New,CL-235,6,0.51,Concerned,29,Inspect waste accumulation point,,No
GRV-1404,2026-08-09T09:50:00,Web,Our street has repeated missed waste collection complaints.,Sanitation,Madhapur,17.446805,78.389003,Sanitation Department,9,4,8,3,4,62,Medium,Resolved,CL-402,4,0.61,Urgent,47,Escalate to sanitation supervisor,51.5,No
GRV-1405,2026-07-30T11:21:00,Social Media,A broken road section is causing traffic problems near Gachibowli. A child may be affected.,Roads,Gachibowli,17.438497,78.349596,GHMC Roads Department,9,4,6,9,1,62,Medium,Assigned,CL-303,6,0.79,Frustrated,26,Dispatch road inspection team,,No
GRV-1406,2026-08-03T14:40:00,Social Media,There is an open road crack/pothole near a school in Miyapur. A person with disability may be affected.,Roads,Miyapur,17.494321,78.359612,GHMC Roads Department,6,3,8,9,4,60,Medium,Assigned,CL-143,4,0.41,Frustrated,69,Escalate to local engineering officer,,No
GRV-1407,2026-07-22T15:20:00,Social Media,Our apartment has not received drinking water for 1 days. A person with disability may be affected.,Water Supply,Kondapur,17.460847,78.366645,Water Supply Department,5,8,3,9,8,62,Medium,Assigned,CL-233,0,0.55,Negative,19,Initiate emergency tanker support,,No
GRV-1408,2026-08-03T08:04:00,Call Center,There is an open road crack/pothole near a school in Miyapur. A child may be affected.,Roads,Miyapur,17.500182,78.360034,GHMC Roads Department,7,5,5,9,8,66,Medium,Assigned,CL-334,1,0.46,Concerned,64,Escalate to local engineering officer,,No
GRV-1409,2026-08-15T14:27:00,Social Media,Transformer near Uppal appears overloaded and outages are frequent.,Electricity,Uppal,17.397764,78.562389,Electricity Distribution Department,6,5,6,5,3,52,Medium,Assigned,CL-378,4,0.48,Frustrated,16,Dispatch line inspection team,,No
GRV-1410,2026-08-05T20:49:00,Mobile App,A large pothole has formed near Miyapur and is dangerous for vehicles.,Roads,Miyapur,17.496949,78.356697,GHMC Roads Department,8,4,9,5,2,60,Medium,Assigned,CL-264,0,0.39,Concerned,61,Dispatch road inspection team,,No
GRV-1411,2026-08-04T03:31:00,Walk-in,There is a hazardous open section near a school.,Public Safety,Kukatpally,17.482022,78.416363,Public Safety Department,6,3,2,4,2,37,Low,New,CL-262,5,0.53,Urgent,9,Escalate to local safety officer,,No
GRV-1412,2026-07-22T22:13:00,Walk-in,A large pothole has formed near Kukatpally and is dangerous for vehicles. A local shops may be affected.,Roads,Kukatpally,17.486474,78.416492,GHMC Roads Department,6,4,3,7,1,44,Low,New,CL-255,2,0.43,Concerned,57,Dispatch road inspection team,,No
GRV-1413,2026-07-19T05:01:00,Mobile App,Power interruption has affected homes and local shops. A elderly resident may be affected.,Electricity,Kukatpally,17.48634,78.410305,Electricity Distribution Department,9,6,5,9,4,68,Medium,New,CL-140,1,0.84,Concerned,15,Dispatch line inspection team,,No
GRV-1414,2026-07-25T05:13:00,Walk-in,Residents are reporting a recurring public safety concern. A child may be affected.,Public Safety,Banjara Hills,17.416832,78.430796,Public Safety Department,5,5,5,9,4,54,Medium,Assigned,CL-122,0,0.86,Frustrated,3,Escalate to local safety officer,,No
GRV-1415,2026-08-14T17:34:00,Call Center,Power interruption has affected homes and local shops. A hospital nearby may be affected.,Electricity,Madhapur,17.452151,78.393071,Electricity Distribution Department,3,4,8,9,5,54,Medium,New,CL-353,0,0.88,Frustrated,20,Inspect transformer/feed line,,No
GRV-1416,2026-08-16T17:57:00,Mobile App,Garbage has not been collected in Jubilee Hills for 7 days. A school nearby may be affected.,Sanitation,Jubilee Hills,17.433558,78.403579,Sanitation Department,7,7,9,5,4,66,Medium,Assigned,CL-393,4,0.48,Negative,19,Inspect waste accumulation point,,No
GRV-1417,2026-08-17T21:48:00,Call Center,We are facing repeated power cuts in Kondapur.,Electricity,Kondapur,17.463504,78.362532,Electricity Distribution Department,4,8,9,7,6,66,Medium,In Progress,CL-365,5,0.5,Urgent,3,Escalate outage to field engineer,,No
GRV-1418,2026-07-15T14:04:00,Mobile App,Waste is piling up near residential buildings in Jubilee Hills.,Sanitation,Jubilee Hills,17.436106,78.404104,Sanitation Department,8,8,5,6,7,70,High,New,CL-127,5,0.45,Concerned,43,Increase collection frequency,,No
GRV-1419,2026-07-25T22:19:00,Call Center,Drain is blocked near Begumpet and water is accumulating. A residential community may be affected.,Drainage,Begumpet,17.446199,78.467449,Storm Water & Drainage Department,6,5,4,7,4,52,Medium,In Progress,CL-251,4,0.58,Urgent,15,Inspect storm-water line,,No
GRV-1420,2026-07-18T21:48:00,Mobile App,A damaged electric pole is creating a safety concern. A residential community may be affected.,Electricity,Secunderabad,17.437958,78.498009,Electricity Distribution Department,8,6,4,8,8,68,Medium,In Progress,CL-122,3,0.76,Negative,11,Initiate emergency restoration,,No
GRV-1421,2026-08-01T04:47:00,Web,Waste is piling up near residential buildings in Kukatpally.,Sanitation,Kukatpally,17.48417,78.410111,Sanitation Department,4,4,5,2,1,34,Low,Assigned,CL-350,3,0.62,Concerned,35,Dispatch sanitation crew,,No
GRV-1422,2026-07-31T18:59:00,Web,Transformer near Uppal appears overloaded and outages are frequent.,Electricity,Uppal,17.404372,78.559691,Electricity Distribution Department,9,8,7,6,8,78,High,Escalated,CL-121,5,0.73,Concerned,15,Dispatch line inspection team,,No
GRV-1423,2026-08-14T16:58:00,Web,An unsafe public area near Kukatpally has recurring incidents. A person with disability may be affected.,Public Safety,Kukatpally,17.485048,78.411311,Public Safety Department,7,7,4,9,1,58,Medium,Assigned,CL-430,5,0.77,Negative,8,Initiate immediate risk mitigation,,No
